1762000000008,primera_visita,1110000008,Valle del Cauca,Buga,CoV-CAMPOALEGRE,Call,37.4219983,5.0,08/29/2025,Juan Esteban,Uesvalle,Comercio,NA,Christian Frank,5159082,3358882248,CoV-CAMPOALEGRE,7,4,3,0,NO,Pozo,SI,Abuelo,15,NO,Moto,98,Regular,Regular,Clara,NO,SI,Hervir,Olla,Abuelo,15000,"Animales,Aguas Residuales,Químicos",SI,NO,"Ahorro Económico,Mejor Sabor",SI,SI,SI,"Lavado de manos,Cepillado de dientes",SI,Hepatitis,Sin observaciones
1762000000009,primera_visita,1110000009,Valle del Cauca,Palmira,CoV-LA PLAYA,Call,37.4219983,5.0,10/13/2025,Laura Gómez,Uesvalle,Comercio,NA,Carlos Pérez,4182907,3338494199,CoV-LA PLAYA,5,4,1,0,NO,Grifo,SI,Mama,7,SI,Moto,28,Buena,Buena,Clara,NO,SI,Filtrar,Olla,Padre,55000,"Animales,Aguas Residuales,Químicos",NO,SI,"Ahorro Económico,Mejor Sabor",NO,NO,NO,"Lavado de manos,Cepillado de dientes",NO,"Diarrea,Vómito",Visita al lugar presentaba fallas
1762000000010,primera_visita,1110000010,Valle del Cauca,Tuluá,CoV-LA PLAYA,Calle,37.4219983,5.0,04/13/2025,María Fernanda,UESVALLE,Comercio,NA,Laura Gómez,7721075,3425919123,CoV-LA PLAYA,2,0,2,2,NO,Grifo,NO,Padre,20,NO,Bicicleta,117,Regular,Mala,Clara,NO,SI,Hervir,Tanque,Mama,70000,"Animales,Aguas Residuales,Químicos",NO,SI,"Ahorro Económico,Mejor Sabor",SI,NO,NO,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",SI,"Vómito,Cólera,Hepatitis",Sin observaciones
1762000000011,primera_visita,1110000011,Valle del Cauca,Andalucía,CoV-EL JARDÍN,Mz,37.4219983,5.0,09/11/2025,Ana María,Uesvalle,Comercio,NA,Ana María,5006666,3921656079,CoV-EL JARDÍN,2,1,4,2,SI,Naciente,SI,Padre,20,SI,Bicicleta,57,Mala,Regular,Turbia,NO,NO,"Hervir,Filtrar",Olla,Abuelo,45000,"Animales,Aguas Residuales,Químicos",NO,SI,"Mejor Salud,Mejor Sabor,Ahorro Económico",NO,NO,SI,Solo consumo humano,SI,Hepatitis,Visita al lugar presentaba fallas
1762000000012,primera_visita,1110000012,Valle del Cauca,Tuluá,CoV-LA PLAYA,Cra,37.4219983,5.0,01/22/2025,Ana María,UESVALLE,Finca,NA,Carlos Pérez,3522489,3419993569,CoV-LA PLAYA,4,4,1,1,NO,Naciente,NO,Mama,16,SI,Bicicleta,103,Regular,Buena,Turbia,NO,NO,"Hervir,Filtrar",Olla,Mama,55000,"Animales,Aguas Residuales,Químicos",SI,SI,"Mejor Salud,Mejor Sabor,Ahorro Económico",SI,NO,NO,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",SI,"Diarrea,Vómito",Visita al lugar sin novedad
1762000000013,primera_visita,1110000013,Valle del Cauca,Palmira,CoV-BUENOS AIRES,Cra,37.4219983,5.0,11/05/2025,María Fernanda,UESVALLE,Vivienda,NA,María Fernanda,2473032,3501962644,CoV-BUENOS AIRES,8,0,3,1,SI,Grifo,SI,Hijo,15,NO,A pie,18,Mala,Buena,Turbia,NO,SI,Filtrar,Olla,Mama,95000,"Animales,Aguas Residuales,Químicos",SI,SI,"Ahorro Económico,Mejor Sabor",SI,NO,NO,Solo consumo humano,SI,Hepatitis,Sin observaciones
1762000000014,primera_visita,1110000014,Valle del Cauca,Palmira,CoV-LA PLAYA,Calle,37.4219983,5.0,05/07/2025,Laura Gómez,Uesvalle,Vivienda,NA,Laura Gómez,7482933,3414138317,CoV-LA PLAYA,6,1,2,0,SI,Naciente,NO,Abuelo,17,SI,Carro,70,Regular,Buena,Turbia,SI,NO,Filtrar,Olla,Mama,50000,"Basuras,Animales",SI,NO,Mejor Salud,NO,NO,NO,"Lavado de manos,Cepillado de dientes",NO,"Diarrea,Vómito",Sin observaciones
1762000000015,primera_visita,1110000015,Valle del Cauca,Buga,CoV-BUENOS AIRES,Mz,37.4219983,5.0,07/09/2025,María Fernanda,UESVALLE,Finca,NA,Laura Gómez,7587998,3188012861,CoV-BUENOS AIRES,6,1,4,1,SI,Naciente,SI,Hijo,13,NO,A pie,95,Mala,Mala,Turbia,NO,SI,"Hervir,Filtrar",Tanque,Abuelo,10000,"Químicos,Metales Pesados",SI,SI,"Ahorro Económico,Mejor Sabor",NO,NO,SI,Solo consumo humano,NO,"Vómito,Cólera,Hepatitis",Visita al lugar sin novedad
1762000000016,primera_visita,1110000016,Valle del Cauca,Tuluá,CoV-LA PLAYA,Calle,37.4219983,5.0,03/02/2025,Juan Esteban,UESVALLE,Finca,NA,Carlos Pérez,4925518,3847176330,CoV-LA PLAYA,2,1,5,2,NO,Grifo,SI,Abuelo,16,SI,Bicicleta,84,Mala,Regular,Turbia,NO,NO,"Hervir,Filtrar",Tanque,Padre,70000,"Animales,Aguas Residuales,Químicos",NO,SI,"Mejor Salud,Mejor Sabor,Ahorro Económico",SI,NO,NO,Solo consumo humano,SI,Hepatitis,
1762000000017,primera_visita,1110000017,Valle del Cauca,Bolívar,CoV-CAMPOALEGRE,Cra,37.4219983,5.0,11/19/2025,Juan Esteban,UESVALLE,Vivienda,NA,Juan Esteban,5161751,3363303432,CoV-CAMPOALEGRE,7,4,3,2,NO,Grifo,SI,Mama,1,SI,Carro,12,Buena,Buena,Turbia,NO,NO,"Hervir,Filtrar",Tanque,Mama,55000,"Químicos,Metales Pesados",SI,SI,Mejor Salud,SI,NO,NO,"Lavado de manos,Cepillado de dientes",SI,Hepatitis,Se observan mejoras
1762000000018,primera_visita,1110000018,Valle del Cauca,Andalucía,CoV-CAMPOALEGRE,Call,37.4219983,5.0,03/30/2025,Carlos Pérez,Uesvalle,Comercio,NA,Juan Esteban,9201223,3808836481,CoV-CAMPOALEGRE,6,4,1,2,SI,Pozo,SI,Mama,24,NO,Moto,45,Mala,Regular,Turbia,NO,NO,"Hervir,Filtrar",Botellón,Mama,35000,"Químicos,Metales Pesados",SI,NO,Mejor Salud,SI,SI,NO,"Lavado de manos,Cepillado de dientes",NO,"Vómito,Cólera,Hepatitis",Sin observaciones
1762000000019,primera_visita,1110000019,Valle del Cauca,Palmira,CoV-EL BOSQUE,Cra,37.4219983,5.0,05/30/2025,Juan Esteban,Uesvalle,Finca,NA,Christian Frank,2431384,3259883858,CoV-EL BOSQUE,6,1,1,1,SI,Grifo,NO,Padre,11,SI,Carro,78,Regular,Mala,Clara,SI,NO,"Hervir,Filtrar",Tanque,Abuelo,25000,Aguas Residuales,SI,SI,Mejor Salud,SI,SI,SI,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",NO,"Vómito,Cólera,Hepatitis",Visita al lugar sin novedad
1762000000020,primera_visita,1110000020,Valle del Cauca,Andalucía,CoV-BUENOS AIRES,Cra,37.4219983,5.0,07/23/2025,Ana María,UESVALLE,Vivienda,NA,Laura Gómez,6426198,3562612082,CoV-BUENOS AIRES,2,0,4,1,SI,Naciente,SI,Hijo,4,SI,Carro,94,Buena,Buena,Clara,NO,NO,"Hervir,Filtrar",Olla,Padre,85000,"Animales,Aguas Residuales,Químicos",NO,NO,Mejor Salud,NO,NO,SI,Solo consumo humano,SI,"Vómito,Cólera,Hepatitis",Sin observaciones
1762000000021,primera_visita,1110000021,Valle del Cauca,Bolívar,CoV-EL JARDÍN,Call,37.4219983,5.0,09/22/2025,María Fernanda,Uesvalle,Finca,NA,Ana María,9198858,3669981383,CoV-EL JARDÍN,2,4,5,1,NO,Grifo,SI,Hijo,19,SI,Bicicleta,110,Regular,Mala,Clara,NO,SI,Hervir,Olla,Hijo,95000,"Basuras,Animales",SI,SI,"Mejor Salud,Mejor Sabor,Ahorro Económico",SI,NO,NO,"Lavado de manos,Cepillado de dientes",NO,"Vómito,Cólera,Hepatitis",Se observan mejoras
1762000000022,primera_visita,1110000022,Valle del Cauca,Andalucía,CoV-BUENOS AIRES,Carrera,37.4219983,5.0,11/20/2025,Carlos Pérez,Uesvalle,Vivienda,NA,Christian Frank,3130589,3776534497,CoV-BUENOS AIRES,7,0,3,2,SI,Pozo,NO,Abuelo,19,NO,Moto,28,Mala,Buena,Turbia,NO,SI,Filtrar,Botellón,Hijo,25000,Aguas Residuales,SI,SI,"Ahorro Económico,Mejor Sabor",NO,NO,SI,"Lavado de manos,Cepillado de dientes",SI,"Vómito,Cólera,Hepatitis",Visita al lugar sin novedad
1762000000023,primera_visita,1110000023,Valle del Cauca,Buga,CoV-CAMPOALEGRE,Calle,37.4219983,5.0,06/15/2025,Laura Gómez,UESVALLE,Vivienda,NA,Christian Frank,7088207,3188241932,CoV-CAMPOALEGRE,5,3,3,2,SI,Naciente,SI,Padre,11,SI,Bicicleta,73,Buena,Regular,Clara,SI,NO,"Hervir,Filtrar",Botellón,Mama,55000,Aguas Residuales,SI,NO,"Ahorro Económico,Mejor Sabor",SI,NO,SI,Solo consumo humano,NO,"Vómito,Cólera,Hepatitis",Sin observaciones
1762000000024,primera_visita,1110000024,Valle del Cauca,Bolívar,CoV-BUENOS AIRES,Calle,37.4219983,5.0,07/15/2025,Laura Gómez,UESVALLE,Comercio,NA,Laura Gómez,3854471,3827825150,CoV-BUENOS AIRES,4,4,1,1,NO,Grifo,SI,Mama,19,SI,Moto,26,Buena,Buena,Clara,NO,SI,Filtrar,Tanque,Mama,60000,Aguas Residuales,SI,SI,"Mejor Salud,Mejor Sabor,Ahorro Económico",NO,NO,SI,Solo consumo humano,SI,"Vómito,Cólera,Hepatitis",Sin observaciones
1762000000025,primera_visita,1110000025,Valle del Cauca,Bolívar,CoV-LA PLAYA,Call,37.4219983,5.0,08/07/2025,Laura Gómez,Uesvalle,Vivienda,NA,Laura Gómez,8352325,3398882779,CoV-LA PLAYA,6,1,1,0,NO,Pozo,NO,Abuelo,15,SI,Moto,49,Regular,Buena,Turbia,SI,SI,"Hervir,Filtrar",Botellón,Mama,65000,"Químicos,Metales Pesados",NO,SI,"Mejor Salud,Mejor Sabor,Ahorro Económico",SI,SI,SI,Solo consumo humano,NO,"Vómito,Cólera,Hepatitis",
1762000000026,primera_visita,1110000026,Valle del Cauca,Andalucía,CoV-CAMPOALEGRE,Calle,37.4219983,5.0,06/21/2025,Christian Frank,Uesvalle,Vivienda,NA,María Fernanda,8972464,3716099353,CoV-CAMPOALEGRE,5,3,5,1,SI,Grifo,SI,Abuelo,22,NO,Moto,56,Mala,Regular,Clara,SI,NO,"Hervir,Filtrar",Tanque,Mama,95000,"Animales,Aguas Residuales,Químicos",NO,NO,Mejor Salud,SI,SI,SI,Solo consumo humano,NO,"Diarrea,Vómito",Visita al lugar presentaba fallas
1762000000027,primera_visita,1110000027,Valle del Cauca,Buga,CoV-EL JARDÍN,Calle,37.4219983,5.0,07/06/2025,Ana María,UESVALLE,Vivienda,NA,Carlos Pérez,5174233,3461588814,CoV-EL JARDÍN,7,0,2,0,NO,Naciente,NO,Hijo,24,SI,A pie,102,Mala,Regular,Turbia,NO,SI,Filtrar,Tanque,Padre,30000,"Químicos,Metales Pesados",SI,SI,"Ahorro Económico,Mejor Sabor",NO,NO,NO,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",NO,"Vómito,Cólera,Hepatitis",Sin observaciones
1762000000028,primera_visita,1110000028,Valle del Cauca,Andalucía,CoV-LA PLAYA,Cra,37.4219983,5.0,03/28/2025,Carlos Pérez,Uesvalle,Comercio,NA,María Fernanda,8832691,3156843187,CoV-LA PLAYA,6,4,4,0,SI,Naciente,NO,Abuelo,10,SI,A pie,118,Buena,Buena,Turbia,SI,NO,Filtrar,Botellón,Abuelo,75000,"Basuras,Animales",SI,SI,"Ahorro Económico,Mejor Sabor",NO,NO,NO,"Lavado de manos,Cepillado de dientes",NO,"Vómito,Cólera,Hepatitis",
1762000000029,primera_visita,1110000029,Valle del Cauca,Palmira,CoV-CAMPOALEGRE,Cra,37.4219983,5.0,05/31/2025,María Fernanda,Uesvalle,Comercio,NA,Juan Esteban,6202048,3712988892,CoV-CAMPOALEGRE,2,3,1,0,SI,Grifo,NO,Padre,13,SI,Moto,43,Mala,Regular,Clara,SI,SI,Filtrar,Olla,Padre,70000,"Animales,Aguas Residuales,Químicos",NO,SI,Mejor Salud,SI,NO,SI,Solo consumo humano,SI,"Diarrea,Vómito",Sin observaciones
1762000000030,primera_visita,1110000030,Valle del Cauca,Palmira,CoV-CAMPOALEGRE,Carrera,37.4219983,5.0,11/02/2025,Laura Gómez,UESVALLE,Finca,NA,Juan Esteban,7526095,3330880397,CoV-CAMPOALEGRE,8,1,1,1,NO,Grifo,SI,Mama,15,NO,Moto,5,Mala,Mala,Clara,NO,SI,Hervir,Olla,Abuelo,70000,Aguas Residuales,NO,SI,"Mejor Salud,Mejor Sabor,Ahorro Económico",SI,SI,SI,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",NO,Hepatitis,
1762000000031,primera_visita,1110000031,Valle del Cauca,Tuluá,CoV-CAMPOALEGRE,Cra,37.4219983,5.0,01/21/2025,Ana María,UESVALLE,Comercio,NA,Christian Frank,8586713,3751459258,CoV-CAMPOALEGRE,3,3,3,1,SI,Grifo,SI,Mama,4,SI,Bicicleta,21,Mala,Buena,Turbia,SI,SI,Filtrar,Olla,Hijo,20000,"Animales,Aguas Residuales,Químicos",SI,NO,"Ahorro Económico,Mejor Sabor",NO,SI,SI,Solo consumo humano,NO,Hepatitis,Se observan mejoras
1762000000032,primera_visita,1110000032,Valle del Cauca,Andalucía,CoV-BUENOS AIRES,Calle,37.4219983,5.0,04/16/2025,María Fernanda,Uesvalle,Comercio,NA,Carlos Pérez,4766683,3762807733,CoV-BUENOS AIRES,8,0,3,0,NO,Pozo,SI,Abuelo,14,NO,Bicicleta,35,Buena,Regular,Turbia,SI,NO,Hervir,Botellón,Abuelo,90000,"Químicos,Metales Pesados",NO,SI,"Mejor Salud,Mejor Sabor,Ahorro Económico",SI,NO,NO,Solo consumo humano,NO,"Diarrea,Vómito",Sin observaciones
1762000000033,primera_visita,1110000033,Valle del Cauca,Tuluá,CoV-EL JARDÍN,Calle,37.4219983,5.0,11/22/2025,Juan Esteban,UESVALLE,Comercio,NA,Christian Frank,3633426,3538317802,CoV-EL JARDÍN,8,3,4,0,SI,Grifo,NO,Mama,7,NO,A pie,21,Buena,Mala,Clara,NO,NO,Filtrar,Tanque,Hijo,10000,"Animales,Aguas Residuales,Químicos",SI,SI,"Ahorro Económico,Mejor Sabor",NO,SI,SI,"Lavado de manos,Cepillado de dientes",SI,"Vómito,Cólera,Hepatitis",Se observan mejoras
1762000000034,primera_visita,1110000034,Valle del Cauca,Bolívar,CoV-BUENOS AIRES,Cra,37.4219983,5.0,07/17/2025,Ana María,Uesvalle,Vivienda,NA,Carlos Pérez,6025786,3780396911,CoV-BUENOS AIRES,7,4,1,0,NO,Naciente,NO,Padre,1,NO,A pie,59,Regular,Buena,Clara,NO,SI,"Hervir,Filtrar",Tanque,Mama,55000,Aguas Residuales,SI,NO,"Mejor Salud,Mejor Sabor,Ahorro Económico",SI,SI,SI,"Lavado de manos,Cepillado de dientes",NO,"Diarrea,Vómito",
1762000000035,primera_visita,1110000035,Valle del Cauca,Bolívar,CoV-LA PLAYA,Carrera,37.4219983,5.0,03/25/2025,María Fernanda,UESVALLE,Finca,NA,Laura Gómez,3606079,3675926514,CoV-LA PLAYA,7,4,5,2,SI,Pozo,NO,Abuelo,24,SI,Bicicleta,54,Mala,Regular,Turbia,NO,SI,Hervir,Tanque,Padre,45000,"Basuras,Animales",NO,SI,"Ahorro Económico,Mejor Sabor",NO,SI,NO,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",NO,"Vómito,Cólera,Hepatitis",Visita al lugar sin novedad
1762000000036,primera_visita,1110000036,Valle del Cauca,Tuluá,CoV-BUENOS AIRES,Call,37.4219983,5.0,04/21/2025,María Fernanda,UESVALLE,Vivienda,NA,Carlos Pérez,3298182,3636598951,CoV-BUENOS AIRES,6,4,2,2,SI,Naciente,NO,Hijo,19,NO,A pie,68,Regular,Regular,Turbia,SI,SI,Filtrar,Botellón,Padre,30000,"Animales,Aguas Residuales,Químicos",NO,SI,"Mejor Salud,Mejor Sabor,Ahorro Económico",NO,NO,SI,Solo consumo humano,NO,"Diarrea,Vómito",Visita al lugar presentaba fallas
1762000000037,primera_visita,1110000037,Valle del Cauca,Buga,CoV-BUENOS AIRES,Call,37.4219983,5.0,06/07/2025,Christian Frank,UESVALLE,Vivienda,NA,Juan Esteban,9530846,3307336041,CoV-BUENOS AIRES,5,3,4,0,SI,Grifo,NO,Padre,7,SI,A pie,77,Mala,Buena,Clara,SI,NO,Hervir,Botellón,Hijo,60000,"Animales,Aguas Residuales,Químicos",NO,SI,"Ahorro Económico,Mejor Sabor",NO,SI,SI,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",NO,"Vómito,Cólera,Hepatitis",
1762000000038,primera_visita,1110000038,Valle del Cauca,Bolívar,CoV-CAMPOALEGRE,Mz,37.4219983,5.0,07/05/2025,Laura Gómez,UESVALLE,Comercio,NA,Laura Gómez,6441750,3639302624,CoV-CAMPOALEGRE,4,3,5,1,NO,Naciente,NO,Abuelo,2,SI,Carro,29,Buena,Mala,Turbia,NO,NO,Filtrar,Botellón,Abuelo,60000,"Químicos,Metales Pesados",NO,NO,Mejor Salud,SI,SI,SI,"Lavado de manos,Cepillado de dientes",SI,"Vómito,Cólera,Hepatitis",Se observan mejoras
1762000000039,primera_visita,1110000039,Valle del Cauca,Tuluá,CoV-LA PLAYA,Calle,37.4219983,5.0,08/08/2025,Carlos Pérez,UESVALLE,Vivienda,NA,Laura Gómez,9889209,3522748680,CoV-LA PLAYA,8,4,1,1,SI,Pozo,SI,Hijo,11,NO,Moto,48,Mala,Mala,Clara,SI,NO,Hervir,Botellón,Mama,40000,"Químicos,Metales Pesados",SI,NO,Mejor Salud,NO,NO,SI,"Lavado de manos,Cepillado de dientes",NO,Hepatitis,Visita al lugar sin novedad
1762000000040,primera_visita,1110000040,Valle del Cauca,Tuluá,CoV-EL BOSQUE,Calle,37.4219983,5.0,04/09/2025,Christian Frank,UESVALLE,Finca,NA,Laura Gómez,9690311,3176638220,CoV-EL BOSQUE,4,2,2,1,NO,Grifo,SI,Mama,9,NO,A pie,37,Mala,Buena,Turbia,NO,SI,"Hervir,Filtrar",Tanque,Mama,95000,Aguas Residuales,NO,NO,Mejor Salud,NO,SI,SI,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",SI,"Vómito,Cólera,Hepatitis",Se observan mejoras
1762000000041,primera_visita,1110000041,Valle del Cauca,Palmira,CoV-BUENOS AIRES,Cra,37.4219983,5.0,02/21/2025,Juan Esteban,Uesvalle,Comercio,NA,Christian Frank,9211027,3857199749,CoV-BUENOS AIRES,3,0,1,1,SI,Naciente,SI,Mama,12,SI,Moto,55,Buena,Regular,Clara,NO,NO,Hervir,Botellón,Mama,65000,Aguas Residuales,NO,SI,"Ahorro Económico,Mejor Sabor",NO,SI,NO,"Lavado de manos,Cepillado de dientes",SI,Hepatitis,Visita al lugar presentaba fallas
1762000000042,primera_visita,1110000042,Valle del Cauca,Palmira,CoV-LA PLAYA,Call,37.4219983,5.0,01/10/2025,Ana María,Uesvalle,Vivienda,NA,Laura Gómez,9788825,3628509574,CoV-LA PLAYA,8,1,3,0,NO,Grifo,NO,Padre,24,NO,Carro,65,Mala,Buena,Clara,SI,NO,Filtrar,Botellón,Padre,85000,"Químicos,Metales Pesados",SI,SI,Mejor Salud,NO,NO,SI,"Lavado de manos,Cepillado de dientes",SI,"Diarrea,Vómito",Sin observaciones
1762000000043,primera_visita,1110000043,Valle del Cauca,Bolívar,CoV-BUENOS AIRES,Calle,37.4219983,5.0,09/04/2025,Juan Esteban,Uesvalle,Finca,NA,Christian Frank,3034671,3909871505,CoV-BUENOS AIRES,6,4,3,2,NO,Grifo,NO,Mama,24,SI,Bicicleta,85,Regular,Mala,Clara,NO,SI,"Hervir,Filtrar",Olla,Padre,90000,"Animales,Aguas Residuales,Químicos",NO,SI,Mejor Salud,NO,NO,SI,Solo consumo humano,SI,"Diarrea,Vómito",Se observan mejoras
1762000000044,primera_visita,1110000044,Valle del Cauca,Buga,CoV-CAMPOALEGRE,Cra,37.4219983,5.0,01/03/2025,Ana María,UESVALLE,Vivienda,NA,Carlos Pérez,3915472,3904475742,CoV-CAMPOALEGRE,8,4,4,0,NO,Naciente,NO,Mama,20,SI,Carro,66,Regular,Regular,Clara,SI,SI,Filtrar,Botellón,Padre,20000,Aguas Residuales,SI,SI,"Ahorro Económico,Mejor Sabor",SI,SI,NO,"Lavado de manos,Cepillado de dientes",NO,"Diarrea,Vómito",
1762000000045,primera_visita,1110000045,Valle del Cauca,Palmira,CoV-CAMPOALEGRE,Call,37.4219983,5.0,03/28/2025,Laura Gómez,Uesvalle,Vivienda,NA,Christian Frank,9811208,3262517774,CoV-CAMPOALEGRE,6,1,3,1,NO,Naciente,SI,Hijo,22,NO,Carro,97,Regular,Mala,Clara,SI,SI,Filtrar,Tanque,Mama,60000,"Químicos,Metales Pesados",NO,NO,Mejor Salud,NO,NO,SI,"Lavado de manos,Cepillado de dientes",SI,Hepatitis,Se observan mejoras
1762000000046,primera_visita,1110000046,Valle del Cauca,Buga,CoV-EL JARDÍN,Carrera,37.4219983,5.0,06/07/2025,María Fernanda,UESVALLE,Comercio,NA,María Fernanda,3481825,3929863356,CoV-EL JARDÍN,6,1,5,2,NO,Grifo,SI,Mama,21,NO,Bicicleta,35,Mala,Buena,Clara,SI,SI,"Hervir,Filtrar",Tanque,Padre,65000,"Basuras,Animales",NO,NO,Mejor Salud,SI,NO,NO,Solo consumo humano,SI,"Vómito,Cólera,Hepatitis",Visita al lugar sin novedad
